"Member ID","Location","Joined Group on","Last visited group on","Last Attended","Total RSVPs","RSVPed Yes","RSVPed Maybe","RSVPed No","Meetups attended","No shows","Intro","Photo","Assistant Organizer","Mailing List","R Experience"
2053,"Naperville, IL","August 4, 2015","September 16, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2054,"Chicago, IL","December 13, 2015","December 13, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2055,"Chicago, IL","June 17, 2018","July 23, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
2056,"Chicago, IL","November 22, 2017","June 3, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2057,"Wheeling, IL","April 21, 2018","February 18, 2019","February 27, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2058,"Chicago, IL","January 28, 2020","January 28, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2059,"Chicago, IL","November 27, 2014","February 11, 2020","February 19, 2020",4,4,0,0,4,0,"No","No","No","No",""
2060,"Chicago, IL","October 15, 2018","October 15, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2061,"Chicago, IL","April 30, 2017","June 25, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2062,"Sunnyvale, CA","October 20, 2016","October 20, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2063,"South Bend, IN","March 13, 2018","May 29, 2018","May 30, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
2064,"Chicago, IL","June 5, 2019","June 9, 2019","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2065,"Chicago, IL","October 15, 2018","October 15, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2066,"Orlando, FL","August 22, 2018","August 22, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2067,"Chicago, IL","September 8, 2011","February 14, 2019","March 29, 2018",19,9,0,10,9,0,"Yes","No","No","Yes","Since 2008."
2068,"Chicago, IL","January 28, 2019","March 14, 2019","March 20, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2069,"Hanover Park, IL","October 21, 2015","November 5, 2015","October 21, 2015",1,1,0,0,1,0,"No","No","No","Yes",""
2070,"Chicago, IL","September 3, 2017","September 3, 2017","September 7, 2017",2,1,0,1,1,0,"No","Yes","No","Yes",""
2071,"Chicago, IL","February 7, 2018","October 10, 2018","July 25, 2018",3,2,0,1,2,0,"No","Yes","No","Yes",""
2072,"Cicero, IL","December 10, 2016","December 10, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2073,"Chicago, IL","May 16, 2022","May 16, 2022","June 1, 2022",1,1,0,0,1,0,"No","Yes","No","Yes",""
2074,"Chicago, IL","June 17, 2010","August 12, 2010","",0,0,0,0,0,0,"Yes","Yes","No","Yes",""
2075,"Chicago, IL","March 4, 2014","March 4, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","No experience. Want to learn."
2076,"Tampa, FL","June 2, 2022","June 2, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2077,"New Haven, CT","September 16, 2018","June 26, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2078,"Watertown, MA","July 17, 2012","April 21, 2014","February 7, 2013",3,2,0,1,2,0,"No","Yes","No","Digest","6 years"
2079,"Chicago, IL","November 13, 2018","November 13, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2080,"Chicago, IL","October 26, 2018","October 26, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
2081,"Chicago, IL","September 2, 2017","November 6, 2017","November 15, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
2082,"Milwaukee, WI","February 6, 2019","July 13, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2083,"Chicago, IL","February 13, 2020","February 14, 2020","February 19, 2020",1,1,0,0,1,0,"No","Yes","No","Yes",""
2084,"Singapore","November 24, 2019","November 24, 2019","November 26, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
2085,"Chicago, IL","December 5, 2021","December 5, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2086,"Chicago, IL","September 28, 2019","September 28, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2087,"Chicago, IL","June 17, 2016","June 17, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2088,"West Chicago, IL","April 1, 2019","February 19, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2089,"Morrisville, NC","July 10, 2013","August 20, 2019","November 13, 2014",2,1,0,1,1,0,"No","No","No","Yes",""
2090,"Houston, TX","July 29, 2016","February 16, 2020","August 20, 2019",7,7,0,0,7,0,"No","Yes","No","Yes",""
2091,"Chicago, IL","March 29, 2018","April 15, 2018","March 29, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
2092,"Glenview, IL","November 5, 2014","November 12, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2093,"Chicago, IL","July 18, 2010","February 18, 2018","August 26, 2010",1,1,0,0,1,0,"No","Yes","No","Yes",""
2094,"Chicago, IL","March 20, 2013","March 20, 2013","",0,0,0,0,0,0,"Yes","Yes","No","Yes","January 2013"
2095,"Chicago, IL","August 22, 2018","October 23, 2019","August 30, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
2096,"Chicago, IL","February 17, 2017","August 13, 2019","October 16, 2018",3,1,0,2,1,0,"No","Yes","No","Yes",""
2097,"Chicago, IL","July 21, 2016","January 25, 2017","January 24, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
2098,"Chicago, IL","October 25, 2014","October 25, 2014","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2099,"Chicago, IL","September 11, 2018","September 11, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2100,"Evanston, IL","August 8, 2013","March 7, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
2101,"Naperville, IL","April 27, 2014","April 29, 2014","",1,0,0,1,0,0,"No","No","No","Yes","Im just getting started"
2102,"Scarborough, ON","April 12, 2017","November 7, 2017","October 14, 2017",3,3,0,0,3,0,"No","Yes","No","Yes",""
2103,"Chicago, IL","March 26, 2018","March 26, 2018","March 29, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2104,"Chicago, IL","May 24, 2016","September 10, 2016","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2105,"Chicago, IL","August 31, 2017","September 7, 2017","September 7, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
2106,"Chicago, IL","May 10, 2017","May 11, 2017","May 17, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
2107,"Chicago, IL","March 26, 2018","June 27, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
2108,"Chicago, IL","February 17, 2018","February 17, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2109,"Chicago, IL","July 18, 2018","July 29, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
2110,"Chicago, IL","September 12, 2014","November 24, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
2111,"Chicago, IL","August 16, 2013","November 15, 2013","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Since birth."
2112,"Chicago, IL","March 10, 2022","March 10, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2113,"Chicago, IL","March 26, 2013","March 26, 2013","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2114,"Chicago, IL","November 12, 2019","November 12, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2115,"Chicago, IL","April 26, 2013","April 26, 2013","",0,0,0,0,0,0,"Yes","Yes","No","Yes","off and on for about 3 years. (SAS convert)"
2116,"Chicago, IL","May 9, 2017","May 18, 2017","May 17, 2017",1,1,0,0,1,0,"Yes","Yes","No","Yes","since 2014"
2117,"Chicago, IL","November 30, 2013","November 30, 2013","",0,0,0,0,0,0,"No","No","No","Yes",""
2118,"Chicago, IL","March 7, 2019","March 7, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
2119,"Chicago, IL","September 20, 2016","September 27, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2120,"West Chicago, IL","November 17, 2019","November 17, 2019","November 26, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2121,"FPO, AA","July 4, 2017","November 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2122,"Chicago, IL","November 28, 2017","November 28, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
2123,"Chicago, IL","February 17, 2015","April 2, 2018","April 14, 2018",5,5,0,0,5,0,"No","Yes","No","Yes",""
2124,"Chicago, IL","April 12, 2012","January 25, 2018","November 15, 2017",17,11,0,6,11,0,"No","No","No","Yes",""
2125,"Miami, FL","July 25, 2017","February 14, 2019","January 27, 2018",3,3,0,0,3,0,"No","Yes","No","Yes",""
2126,"Chicago, IL","May 31, 2012","February 4, 2014","August 8, 2013",5,2,0,3,2,0,"No","Yes","No","Yes","3 months"
2127,"Chicago, IL","January 14, 2015","August 22, 2017","April 2, 2015",3,2,0,1,2,0,"No","Yes","No","Yes",""
2128,"Romeoville, IL","September 5, 2019","September 5, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2129,"Washington, DC","June 25, 2012","February 3, 2020","",0,0,0,0,0,0,"Yes","Yes","No","Yes",""
2130,"River Forest, IL","January 20, 2016","January 20, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2131,"Chicago, IL","June 8, 2021","June 17, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
2132,"Chicago, IL","May 13, 2014","May 13, 2014","May 14, 2014",1,1,0,0,1,0,"Yes","No","No","Yes","2"
2133,"Forest Park, IL","May 21, 2013","January 6, 2020","August 30, 2018",9,4,0,5,4,0,"Yes","Yes","No","Yes","I will start using it soon, in the Intro to Data Science class I am taking at coursera.org."
2134,"Glen Ellyn, IL","October 2, 2014","October 2, 2014","October 23, 2014",1,1,0,0,1,0,"No","Yes","No","Yes",""
2135,"Chicago, IL","April 25, 2017","March 19, 2019","March 20, 2019",4,4,0,0,4,0,"No","Yes","No","Yes",""
2136,"Chicago, IL","February 23, 2020","February 23, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2137,"Chicago, IL","June 15, 2016","June 15, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2138,"Chicago, IL","July 14, 2017","July 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2139,"Philadelphia, PA","October 16, 2015","October 22, 2015","October 21, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
2140,"Chicago, IL","June 10, 2017","June 10, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2141,"Chicago, IL","February 18, 2014","December 13, 2016","May 14, 2014",4,3,0,1,3,0,"No","Yes","No","Yes","Only 3 months"
2142,"Chicago, IL","March 2, 2014","March 2, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Since my freshman year in college - about 7 1/2 years."
2143,"Pittsburgh, PA","May 8, 2014","May 8, 2014","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2144,"Chicago, IL","June 28, 2017","June 28, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
2145,"Chicago, IL","July 6, 2016","July 27, 2016","August 3, 2016",2,2,0,0,2,0,"No","Yes","No","Yes",""
2146,"Chicago, IL","June 24, 2014","October 24, 2015","",0,0,0,0,0,0,"Yes","Yes","No","Yes","I've worked with R for less than 4 months, but have had an interest in it for more than a year."
2147,"Chicago, IL","January 25, 2019","February 14, 2022","",0,0,0,0,0,0,"No","Yes","No","No",""
2148,"Chicago, IL","July 25, 2015","April 29, 2019","March 7, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
2149,"Chicago, IL","February 15, 2018","February 15, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
2150,"Chicago, IL","July 18, 2015","June 19, 2019","March 29, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
2151,"Chicago, IL","October 12, 2018","February 14, 2019","February 27, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
2152,"Chicago, IL","June 20, 2018","May 14, 2019","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2153,"Chicago, IL","August 11, 2019","August 11, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2154,"Chicago, IL","November 20, 2013","May 13, 2014","May 14, 2014",1,1,0,0,1,0,"Yes","No","No","Yes","2 to 3 years"
2155,"Columbus, OH","December 16, 2021","May 5, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
2156,"Chicago, IL","March 11, 2011","March 11, 2011","",0,0,0,0,0,0,"No","No","No","Yes",""
2157,"Chicago, IL","October 27, 2016","June 21, 2017","April 27, 2017",6,4,0,2,4,0,"No","No","No","Yes",""
2158,"Schaumburg, IL","May 29, 2018","May 29, 2018","May 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2159,"Chicago, IL","May 29, 2013","August 25, 2017","September 7, 2017",4,4,0,0,4,0,"No","Yes","No","Yes",""
2160,"Des Moines, IA","October 19, 2014","October 19, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Almost 2 years. Mainly for DOX and bioinformatics."
2161,"New York, NY","June 9, 2013","July 10, 2016","March 12, 2015",2,2,0,0,2,0,"Yes","Yes","No","Yes","3-4 years"
2162,"Naperville, IL","July 29, 2015","September 5, 2017","January 24, 2017",3,3,0,0,3,0,"No","Yes","No","Yes",""
2163,"Chicago, IL","July 4, 2017","September 1, 2017","September 7, 2017",2,2,0,0,2,0,"No","No","No","Yes",""
2164,"Taipei","June 30, 2016","June 1, 2022","",0,0,0,0,0,0,"Yes","Yes","No","Yes","I began \""looking\"" at it in the late 90s, but I've been using it 24/7 only for the last 5/6 years, RStudio was a real gift! And Shiny even more!!!"
2165,"Chicago, IL","March 5, 2020","March 5, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2166,"Champaign, IL","February 2, 2022","February 2, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
2167,"Chicago, IL","February 16, 2016","July 1, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2168,"Park Forest, IL","June 1, 2022","July 9, 2022","June 1, 2022",1,1,0,0,1,0,"No","No","No","Yes",""
2169,"Chicago, IL","October 23, 2019","October 23, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
2170,"Chicago, IL","May 6, 2022","May 6, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
2171,"Chicago, IL","October 28, 2021","October 28, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2172,"Chicago, IL","January 14, 2015","January 14, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2173,"Chicago, IL","December 8, 2016","November 14, 2018","June 22, 2017",2,2,0,0,2,0,"No","No","No","Yes",""
2174,"Chicago, IL","April 28, 2019","November 5, 2021","February 19, 2020",2,1,0,1,1,0,"No","Yes","No","Yes",""
2175,"Chicago, IL","April 9, 2018","November 2, 2019","August 20, 2019",4,4,0,0,4,0,"No","Yes","No","Yes",""
2176,"Chicago, IL","March 22, 2021","March 22, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2177,"Naperville, IL","February 5, 2020","February 17, 2020","February 19, 2020",1,1,0,0,1,0,"No","No","No","Yes",""
2178,"Walnut Creek, CA","May 28, 2019","May 28, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2179,"Chicago, IL","May 15, 2022","May 15, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
2180,"Chicago, IL","September 22, 2019","October 7, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2181,"Chicago, IL","January 22, 2019","March 6, 2019","January 23, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2182,"Chicago, IL","April 4, 2012","April 4, 2012","April 5, 2012",1,1,0,0,1,0,"No","No","No","Yes",""
2183,"Chicago, IL","March 31, 2014","April 17, 2014","April 16, 2014",2,2,0,0,2,0,"Yes","Yes","No","Yes","1 month"
2184,"Chicago, IL","March 19, 2019","July 29, 2019","July 30, 2019",2,2,0,0,2,0,"No","No","No","Yes",""
2185,"Chicago, IL","January 15, 2017","January 16, 2017","January 24, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
2186,"Chicago, IL","August 29, 2021","August 29, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
2187,"Chicago, IL","September 21, 2017","September 21, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
2188,"Chicago, IL","August 30, 2018","September 7, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
2189,"Chicago, IL","February 15, 2014","July 8, 2016","",0,0,0,0,0,0,"Yes","Yes","No","No","1 year"
2190,"Chicago, IL","March 23, 2018","March 23, 2018","March 29, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2191,"San Francisco, CA","September 15, 2016","September 15, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2192,"Chicago, IL","February 8, 2022","February 8, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
2193,"Chicago, IL","June 5, 2019","June 5, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2194,"Hoboken, NJ","September 3, 2017","August 30, 2018","August 30, 2018",2,1,0,1,1,0,"No","Yes","No","Yes",""
2195,"Chicago, IL","February 7, 2018","November 20, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2196,"Chicago, IL","February 6, 2018","January 19, 2019","January 23, 2019",2,2,0,0,2,0,"No","No","No","Yes",""
2197,"Chicago, IL","July 25, 2018","October 3, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
2198,"Evanston, IL","April 22, 2014","April 22, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","No experience."
2199,"Chicago, IL","March 26, 2018","July 11, 2021","July 14, 2021",3,3,0,0,3,0,"No","Yes","No","Yes",""
2200,"Chicago, IL","October 16, 2017","October 16, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2201,"Wheeling, IL","July 10, 2017","August 29, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2202,"Bentonville, AR","May 12, 2013","May 14, 2013","",0,0,0,0,0,0,"No","No","No","Yes",""
2203,"Forest Park, IL","September 21, 2020","September 21, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
2204,"New York, NY","May 31, 2022","May 31, 2022","June 1, 2022",1,1,0,0,1,0,"No","Yes","No","Yes",""
2205,"Chicago, IL","November 25, 2017","November 25, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2206,"Hoboken, NJ","May 19, 2022","May 19, 2022","June 1, 2022",1,1,0,0,1,0,"No","Yes","No","Yes",""
2207,"Chicago, IL","March 16, 2017","November 16, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2208,"Chicago, IL","November 13, 2014","March 15, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2209,"Chicago, IL","April 11, 2018","April 18, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2210,"Chicago, IL","August 26, 2014","August 26, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","R one week, off and on."
2211,"Park Ridge, IL","April 19, 2013","June 21, 2021","May 14, 2014",4,4,0,0,4,0,"Yes","Yes","No","Yes","I used S+ professionally for 3 years a decade ago but have just started using R"
2212,"Chicago, IL","April 5, 2018","April 5, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2213,"Chicago, IL","April 1, 2022","April 1, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2214,"Chicago, IL","November 5, 2019","November 5, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
2215,"Chicago, IL","September 9, 2021","September 9, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
2216,"Oak Forest, IL","November 17, 2014","November 17, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","I have just started teaching myself R."
2217,"Seattle, WA","May 9, 2017","May 24, 2018","May 30, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
2218,"Chicago, IL","February 14, 2020","February 19, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2219,"Mumbai","December 21, 2015","December 21, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2220,"Hoffman Estates, IL","December 1, 2015","December 1, 2015","December 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
2221,"Avon, CT","January 30, 2011","April 21, 2013","May 1, 2013",2,2,0,0,2,0,"Yes","No","No","Digest",""
2222,"Plainfield, IL","May 26, 2018","May 26, 2018","May 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2223,"Chicago, IL","July 25, 2012","February 27, 2019","May 1, 2013",4,3,0,1,3,0,"Yes","Yes","No","Yes","Just Started using it"
2224,"Chicago, IL","November 2, 2017","August 30, 2018","August 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
2225,"Chicago, IL","January 15, 2014","February 10, 2020","December 2, 2015",7,5,0,2,5,0,"No","Yes","No","Yes",""
2226,"Chicago, IL","April 4, 2012","August 29, 2016","April 5, 2012",1,1,0,0,1,0,"No","Yes","No","Yes","6 months"
2227,"Chicago, IL","April 14, 2017","April 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2228,"Chicago, IL","June 2, 2017","June 12, 2017","July 15, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
2229,"Sammamish, WA","August 18, 2018","February 19, 2020","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2230,"Chicago, IL","August 22, 2019","August 22, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2231,"Chicago, IL","December 19, 2016","January 24, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2232,"Chicago, IL","April 13, 2019","April 13, 2019","",0,0,0,0,0,0,"No","No","No","No",""
2233,"Chicago, IL","December 18, 2018","December 18, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
2234,"Chicago, IL","May 21, 2018","May 4, 2022","June 1, 2022",14,6,0,8,6,0,"No","Yes","No","Yes",""
2235,"Chicago, IL","November 9, 2015","November 9, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2236,"Chicago, IL","April 6, 2010","April 29, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes","I have been using R since about 2001."
2237,"Chicago, IL","July 23, 2018","July 23, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
2238,"Chicago, IL","October 3, 2018","October 10, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2239,"Chicago, IL","September 26, 2017","May 20, 2018","May 30, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
2240,"Potomac, MD","April 5, 2010","May 3, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2241,"Chicago, IL","June 1, 2022","June 1, 2022","June 1, 2022",1,1,0,0,1,0,"No","No","No","Yes",""
2242,"Chicago, IL","July 4, 2021","July 4, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
2243,"Chicago, IL","October 22, 2019","January 31, 2020","February 19, 2020",2,2,0,0,2,0,"No","No","No","Yes",""
2244,"Elmwood Park, IL","January 26, 2015","January 29, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes","1 year"
2245,"Chicago, IL","November 17, 2021","November 17, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
2246,"Brookfield, WI","February 16, 2012","July 8, 2014","April 5, 2014",4,3,0,1,3,0,"Yes","Yes","No","Yes",""
2247,"Wheaton, IL","August 27, 2018","August 19, 2019","August 20, 2019",4,4,0,0,4,0,"No","No","No","Yes",""
